Id,LotFrontage,LotArea,LandContour,Neighborhood,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearRemodAdd,BsmtQual,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,LowQualFinSF,GrLivArea,KitchenQual,TotRmsAbvGrd,GarageType,GarageFinish,GarageCars,PavedDrive,houseAge_fg,totBaths_fg,totFlrSF_fg,totLot_fg,garageAge_fg,SalePrice
1099,50.0,6000,Lvl,BrkSide,Norm,Norm,1.5Fin,4,6,1950,TA,BLQ,672.0,0.0,0.0,672.0,Y,0,1324,TA,6,Detchd,Unf,1.0,Y,73,1.0,1324,6050.0,73.0,128000
1100,82.0,11880,Lvl,NWAmes,RRAn,Norm,1Story,7,5,1978,Gd,ALQ,704.0,0.0,567.0,1271.0,Y,0,1601,TA,7,Attchd,RFn,2.0,Y,31,2.0,1601,11962.0,31.0,157000
1101,60.0,8400,Bnk,SWISU,Norm,Norm,1Story,2,5,1950,TA,Rec,290.0,0.0,0.0,290.0,N,0,438,Fa,3,Detchd,Unf,1.0,N,89,1.0,438,8460.0,79.0,60000
1102,61.0,9758,Lvl,NAmes,Norm,Norm,1Story,5,5,1971,TA,BLQ,412.0,287.0,251.0,950.0,Y,0,950,TA,5,Detchd,Unf,1.0,Y,36,1.0,950,9819.0,26.0,119500
1103,70.0,7000,Lvl,NAmes,Norm,Norm,1Story,5,7,2002,TA,Rec,588.0,0.0,422.0,1010.0,Y,0,1134,TA,6,Attchd,RFn,1.0,Y,47,1.0,1134,7070.0,47.0,135000
1104,79.0,8910,Lvl,NAmes,Norm,Norm,1Story,6,6,1959,TA,ALQ,655.0,0.0,0.0,655.0,Y,0,1194,TA,6,BuiltIn,Fin,2.0,Y,47,1.5,1194,8989.0,52.0,159500
1105,24.0,2016,Lvl,BrDale,Norm,Norm,2Story,5,5,1970,TA,Unf,0.0,0.0,630.0,630.0,Y,0,1302,TA,6,Detchd,Unf,2.0,Y,37,2.5,1302,2040.0,37.0,106000
1106,98.0,12256,Lvl,NoRidge,Norm,Norm,2Story,8,5,1995,Ex,GLQ,1032.0,0.0,431.0,1463.0,Y,0,2622,Gd,9,Attchd,RFn,2.0,Y,16,3.5,2622,12354.0,16.0,325000
1107,114.0,10357,Lvl,SawyerW,Feedr,Norm,1Story,7,5,1991,Gd,GLQ,738.0,0.0,172.0,910.0,Y,0,1442,Gd,6,Attchd,Fin,2.0,Y,17,3.0,1442,10471.0,17.0,179900
1108,168.0,23257,HLS,Gilbert,Norm,Norm,2Story,7,5,2006,Ex,Unf,0.0,0.0,868.0,868.0,Y,0,2021,Gd,9,BuiltIn,RFn,2.0,Y,0,2.5,2021,23425.0,0.0,274725
1109,68.0,8063,Lvl,Gilbert,Norm,Norm,2Story,6,5,2000,Gd,Unf,0.0,0.0,924.0,924.0,Y,0,1690,TA,7,Attchd,RFn,2.0,Y,7,2.5,1690,8131.0,7.0,181000
1110,107.0,11362,Lvl,NridgHt,Norm,Norm,1Story,8,5,2005,Ex,GLQ,1039.0,0.0,797.0,1836.0,Y,0,1836,Gd,7,Attchd,Fin,3.0,Y,5,3.0,1836,11469.0,5.0,280000
1111,68.0,8000,Lvl,Gilbert,Norm,Norm,2Story,6,5,1996,Gd,GLQ,219.0,0.0,554.0,773.0,Y,0,1658,TA,8,Attchd,Fin,2.0,Y,13,3.5,1658,8068.0,13.0,188000
1112,80.0,10480,Lvl,NWAmes,Norm,Norm,2Story,7,6,1976,TA,ALQ,403.0,0.0,400.0,803.0,Y,0,1964,TA,8,Attchd,RFn,2.0,Y,32,2.5,1964,10560.0,32.0,205000
1113,73.0,7100,Lvl,NAmes,Norm,Norm,1Story,5,7,1957,TA,GLQ,708.0,0.0,108.0,816.0,Y,0,816,TA,5,Detchd,Unf,1.0,Y,49,2.0,816,7173.0,49.0,129900
1114,66.0,8923,Lvl,NAmes,Norm,Norm,1Story,5,7,2006,TA,BLQ,643.0,0.0,365.0,1008.0,Y,0,1008,Gd,6,Attchd,Unf,1.0,Y,54,2.0,1008,8989.0,54.0,134500
1115,90.0,5400,Lvl,OldTown,Norm,Norm,1Story,5,7,2000,TA,Rec,415.0,0.0,418.0,833.0,Y,0,833,Gd,4,Detchd,Unf,1.0,Y,52,1.0,833,5490.0,51.0,117000
1116,93.0,12085,Lvl,NridgHt,Norm,Norm,1Story,8,5,2007,Ex,GLQ,1004.0,0.0,730.0,1734.0,Y,0,1734,Ex,7,Attchd,RFn,3.0,Y,0,3.0,1734,12178.0,0.0,318000
1117,68.0,7750,Lvl,Gilbert,Norm,Norm,SLvl,8,5,2002,Gd,GLQ,353.0,0.0,55.0,408.0,Y,0,1419,Gd,7,BuiltIn,Fin,2.0,Y,7,3.5,1419,7818.0,7.0,184100
1118,57.0,9764,Lvl,Sawyer,Feedr,Norm,1Story,5,7,2003,TA,BLQ,702.0,0.0,192.0,894.0,Y,0,894,Gd,5,Attchd,RFn,2.0,Y,41,2.0,894,9821.0,41.0,130000
1119,85.0,13825,Lvl,Sawyer,Norm,Norm,SLvl,5,6,1987,TA,Unf,0.0,0.0,533.0,533.0,Y,0,1601,TA,6,BuiltIn,RFn,1.0,Y,50,1.5,1601,13910.0,50.0,140000
1120,70.0,7560,Lvl,NAmes,Norm,Norm,1Story,5,5,1959,TA,LwQ,369.0,0.0,671.0,1040.0,Y,0,1040,TA,6,Attchd,RFn,1.0,Y,47,1.0,1040,7630.0,47.0,133700
1121,59.0,8263,Bnk,IDOTRR,Norm,Norm,1Story,6,5,1950,TA,Unf,0.0,0.0,1012.0,1012.0,Y,0,1012,TA,6,Detchd,Unf,1.0,Y,87,1.0,1012,8322.0,87.0,118400
1122,84.0,10084,Lvl,CollgCr,Norm,Norm,1Story,7,5,2006,Gd,GLQ,24.0,0.0,1528.0,1552.0,Y,0,1552,Gd,7,Attchd,RFn,3.0,Y,1,2.0,1552,10168.0,1.0,212900
1123,68.0,8926,Lvl,Edwards,Norm,Norm,1Story,4,3,1956,TA,Unf,0.0,0.0,672.0,672.0,Y,0,960,TA,5,Basment,Unf,1.0,Y,53,1.0,960,8994.0,53.0,112000
1124,50.0,9405,Lvl,Edwards,Norm,Norm,1Story,5,9,2008,TA,Unf,0.0,0.0,698.0,698.0,Y,0,698,TA,4,Attchd,Unf,0.0,Y,62,1.5,698,9455.0,30.0,118000
1125,68.0,9125,Lvl,Gilbert,Norm,Norm,SLvl,7,5,1992,Gd,Unf,0.0,0.0,384.0,384.0,Y,0,1482,Gd,7,Attchd,Fin,2.0,Y,15,2.5,1482,9193.0,15.0,163900
1126,60.0,10434,Lvl,NAmes,Norm,Norm,1Story,4,5,1955,TA,Unf,0.0,0.0,1005.0,1005.0,Y,0,1005,Fa,5,Detchd,Unf,2.0,Y,54,1.0,1005,10494.0,32.0,115000
1127,53.0,3684,Lvl,Blmngtn,Norm,Norm,1Story,7,5,2007,Gd,Unf,0.0,0.0,1373.0,1373.0,Y,0,1555,Gd,7,Attchd,Fin,3.0,Y,2,2.0,1555,3737.0,2.0,174000
1128,182.0,14572,Lvl,Gilbert,Norm,Norm,1Story,7,5,2004,Gd,GLQ,1300.0,0.0,230.0,1530.0,Y,0,1530,Gd,7,Attchd,Fin,3.0,Y,3,3.0,1530,14754.0,3.0,259000
1129,59.0,11796,Lvl,Gilbert,Norm,Norm,2Story,7,5,2005,Gd,Unf,0.0,0.0,847.0,847.0,Y,0,1959,Gd,8,BuiltIn,Fin,2.0,Y,3,2.5,1959,11855.0,3.0,215000
1130,60.0,7200,Lvl,OldTown,Norm,Norm,SFoyer,5,5,1980,Gd,GLQ,936.0,0.0,0.0,936.0,Y,0,936,TA,4,Detchd,Unf,2.0,Y,27,2.0,936,7260.0,27.0,140000
1131,65.0,7804,Lvl,SWISU,Norm,Norm,1.5Fin,4,3,1950,TA,BLQ,622.0,0.0,500.0,1122.0,Y,0,1981,Gd,7,Detchd,Unf,2.0,Y,81,3.0,1981,7869.0,28.0,135000
1132,63.0,10712,Lvl,Mitchel,Norm,Norm,1Story,5,5,1992,Gd,BLQ,212.0,0.0,762.0,974.0,Y,0,974,TA,5,Attchd,Unf,0.0,Y,16,1.0,974,10775.0,28.0,93500
1133,90.0,9900,Lvl,OldTown,Norm,Norm,2Story,6,4,1950,TA,Unf,0.0,0.0,1008.0,1008.0,Y,0,2210,Fa,8,Detchd,Unf,1.0,N,127,2.0,2210,9990.0,77.0,117500
1134,80.0,9828,Lvl,SawyerW,Norm,Norm,2Story,8,5,1995,Gd,GLQ,584.0,0.0,544.0,1128.0,Y,0,2020,Gd,8,Attchd,RFn,2.0,Y,14,2.5,2020,9908.0,14.0,239500
1135,57.0,8773,HLS,Gilbert,Norm,Norm,2Story,6,5,1997,Gd,Unf,0.0,0.0,916.0,916.0,Y,0,1600,TA,7,Attchd,Fin,2.0,Y,10,2.5,1600,8830.0,10.0,169000
1136,60.0,6180,Lvl,BrkSide,Norm,Norm,1Story,6,5,1950,TA,Unf,0.0,0.0,960.0,960.0,N,0,986,TA,5,Detchd,Unf,1.0,Y,81,1.0,986,6240.0,81.0,102000
1137,80.0,9600,Lvl,NAmes,Norm,Norm,1.5Fin,6,5,1950,TA,BLQ,280.0,0.0,752.0,1032.0,Y,0,1252,TA,6,Attchd,Unf,1.0,Y,58,1.0,1252,9680.0,58.0,119000
1138,54.0,6342,Lvl,Sawyer,Feedr,Norm,1.5Fin,5,8,1996,TA,Unf,0.0,0.0,780.0,780.0,N,0,1020,TA,6,Attchd,Unf,0.0,N,135,1.0,1020,6396.0,31.0,94000
1139,68.0,9819,Lvl,Mitchel,Norm,Norm,1Story,6,5,1977,TA,ALQ,1567.0,0.0,0.0,1567.0,Y,0,1567,Gd,5,Attchd,RFn,2.0,Y,32,3.0,1567,9887.0,32.0,196000
1140,98.0,8731,Lvl,BrkSide,Norm,Norm,1Story,5,5,1950,TA,BLQ,645.0,0.0,270.0,915.0,Y,0,1167,TA,6,Detchd,Unf,2.0,Y,87,1.0,1167,8829.0,35.0,144000
1141,60.0,7350,Lvl,NAmes,Norm,Norm,1Story,5,7,1951,TA,ALQ,852.0,0.0,100.0,952.0,Y,0,952,TA,4,Detchd,Unf,2.0,Y,57,2.0,952,7410.0,20.0,139000
1142,68.0,10304,Lvl,NWAmes,PosN,Norm,2Story,5,7,1976,TA,ALQ,381.0,0.0,399.0,780.0,Y,0,1868,Gd,9,Attchd,Unf,2.0,Y,33,3.5,1868,10372.0,33.0,197500
1143,77.0,9965,Lvl,CollgCr,Norm,Norm,2Story,8,5,2007,Ex,GLQ,1150.0,0.0,316.0,1466.0,Y,0,2828,Gd,11,BuiltIn,RFn,3.0,Y,1,4.0,2828,10042.0,1.0,424870
1144,68.0,9000,Lvl,Sawyer,Norm,Norm,1Story,5,3,1959,TA,GLQ,288.0,0.0,718.0,1006.0,Y,0,1006,TA,5,Attchd,Unf,0.0,Y,49,1.0,1006,9068.0,29.0,80000
1145,60.0,12180,Lvl,Edwards,Norm,Norm,1.5Fin,4,4,1950,Gd,BLQ,348.0,0.0,324.0,672.0,N,0,924,Fa,5,Detchd,Unf,1.0,Y,69,2.0,924,12240.0,69.0,80000
1146,52.0,6240,Lvl,BrkSide,Norm,Norm,1.5Fin,5,6,1950,TA,Unf,0.0,0.0,1042.0,1042.0,Y,0,1576,TA,8,Detchd,Unf,1.0,Y,78,1.0,1576,6292.0,78.0,149000
1147,68.0,11200,Lvl,SawyerW,Norm,Norm,1Story,6,5,1985,Gd,GLQ,1258.0,0.0,40.0,1298.0,Y,0,1298,Gd,5,Attchd,Unf,2.0,Y,21,3.0,1298,11268.0,21.0,180000
1148,75.0,12000,Bnk,Crawfor,Norm,Norm,2Story,7,7,1950,TA,Rec,275.0,0.0,429.0,704.0,Y,0,1564,Fa,7,Attchd,Unf,1.0,Y,68,1.5,1564,12075.0,68.0,174500
1149,68.0,5700,Lvl,OldTown,Norm,Norm,1.5Fin,7,7,1950,TA,Unf,0.0,0.0,572.0,572.0,Y,0,1111,TA,5,Detchd,Unf,1.0,Y,82,1.0,1111,5768.0,26.0,116900
1150,50.0,9000,Lvl,OldTown,Artery,Norm,2Story,7,9,1988,TA,ALQ,624.0,0.0,26.0,650.0,Y,0,1482,TA,7,Detchd,Unf,2.0,Y,89,1.5,1482,9050.0,79.0,143000
1151,57.0,8280,Lvl,NAmes,Norm,Norm,1Story,6,5,1950,TA,Unf,0.0,0.0,932.0,932.0,Y,0,932,Gd,4,Attchd,Unf,1.0,Y,57,1.0,932,8337.0,57.0,124000
1152,134.0,17755,Lvl,Edwards,Norm,Norm,1Story,5,4,1959,TA,BLQ,176.0,0.0,1290.0,1466.0,Y,0,1466,Fa,6,Attchd,Fin,2.0,Y,47,1.5,1466,17889.0,47.0,149900
1153,90.0,14115,Lvl,Crawfor,Norm,Norm,1Story,6,7,2004,TA,ALQ,296.0,547.0,230.0,1073.0,Y,0,1811,Ex,6,Attchd,Fin,2.0,Y,50,1.0,1811,14205.0,50.0,230000
1154,68.0,5890,Lvl,IDOTRR,Norm,Norm,1Story,6,8,2007,TA,ALQ,538.0,0.0,278.0,816.0,Y,0,816,TA,5,Detchd,Unf,1.0,Y,78,1.0,816,5958.0,6.0,120500
1155,68.0,13700,Lvl,NAmes,Norm,Norm,2Story,7,6,1988,TA,ALQ,454.0,0.0,410.0,864.0,Y,0,1820,Gd,8,Attchd,Unf,2.0,Y,43,2.0,1820,13768.0,43.0,201800
1156,90.0,10768,Lvl,Veenker,Norm,Norm,1Story,5,8,2004,Gd,ALQ,1157.0,0.0,280.0,1437.0,Y,0,1437,Gd,6,Attchd,RFn,2.0,Y,31,3.0,1437,10858.0,31.0,218000
1157,85.0,9350,Lvl,NAmes,Norm,Norm,SLvl,5,8,1999,TA,ALQ,633.0,0.0,586.0,1219.0,Y,0,1265,Gd,6,Attchd,RFn,2.0,Y,43,2.5,1265,9435.0,43.0,179900
1158,34.0,5001,Lvl,NridgHt,Norm,Norm,1Story,7,5,2008,Gd,GLQ,904.0,0.0,410.0,1314.0,Y,0,1314,Gd,6,Attchd,RFn,2.0,Y,2,3.0,1314,5035.0,1.0,230000
1159,92.0,11932,Lvl,Somerst,Feedr,Norm,1Story,8,5,2008,Gd,Unf,0.0,0.0,1580.0,1580.0,Y,0,1580,Gd,7,Attchd,RFn,3.0,Y,1,2.0,1580,12024.0,0.0,235128
1160,76.0,9120,Lvl,NWAmes,Norm,Norm,2Story,6,6,1974,TA,ALQ,442.0,0.0,459.0,901.0,Y,0,1876,Gd,8,Attchd,RFn,2.0,Y,34,2.5,1876,9196.0,34.0,185000
1161,24.0,2280,Lvl,NPkVill,Norm,Norm,2Story,6,5,1978,Gd,ALQ,311.0,0.0,544.0,855.0,Y,0,1456,TA,7,Attchd,Unf,2.0,Y,32,2.5,1456,2304.0,32.0,146000
1162,68.0,14778,Low,Crawfor,PosN,Norm,1Story,6,7,2006,TA,BLQ,728.0,0.0,568.0,1296.0,Y,0,1640,Gd,7,Detchd,Unf,2.0,Y,54,2.0,1640,14846.0,15.0,224000
1163,109.0,8724,Lvl,Sawyer,Norm,Norm,1Story,5,5,1968,Gd,BLQ,492.0,0.0,402.0,894.0,Y,0,894,TA,5,Attchd,Fin,2.0,Y,39,1.0,894,8833.0,39.0,129000
1164,60.0,12900,Lvl,Sawyer,Feedr,Norm,SFoyer,4,4,1969,Gd,GLQ,1198.0,0.0,0.0,1198.0,Y,0,1258,TA,6,CarPort,Unf,2.0,Y,39,3.0,1258,12960.0,39.0,108959
1165,68.0,16157,Lvl,Veenker,Feedr,Norm,SLvl,5,7,1978,Gd,ALQ,680.0,391.0,289.0,1360.0,Y,0,1432,Gd,5,Attchd,Unf,2.0,Y,29,2.5,1432,16225.0,29.0,194000
1166,79.0,9541,Lvl,NridgHt,Norm,Norm,1Story,7,5,2009,Gd,Unf,0.0,0.0,1502.0,1502.0,Y,0,1502,Gd,7,Attchd,RFn,2.0,Y,0,2.0,1502,9620.0,0.0,233170
1167,64.0,10475,Lvl,CollgCr,Norm,Norm,1Story,8,5,2008,Gd,Unf,0.0,0.0,1694.0,1694.0,Y,0,1694,Gd,7,Attchd,RFn,3.0,Y,2,2.0,1694,10539.0,2.0,245350
1168,58.0,10852,Lvl,Gilbert,RRAn,Norm,2Story,6,5,2000,Gd,GLQ,786.0,0.0,173.0,959.0,Y,0,1671,TA,7,Attchd,Fin,2.0,Y,6,3.5,1671,10910.0,6.0,173000
1169,120.0,13728,Lvl,Edwards,Norm,Norm,2Story,6,7,1986,TA,Rec,626.0,0.0,501.0,1127.0,Y,0,2108,Gd,7,Basment,Unf,2.0,Y,73,2.0,2108,13848.0,73.0,235000
1170,118.0,35760,Lvl,NoRidge,Norm,Norm,2Story,10,5,1996,Ex,GLQ,1387.0,0.0,543.0,1930.0,Y,0,3627,Gd,10,Attchd,Fin,3.0,Y,11,4.5,3627,35878.0,11.0,625000
1171,76.0,9880,Lvl,Mitchel,Norm,Norm,SLvl,6,6,1977,TA,ALQ,522.0,0.0,574.0,1096.0,Y,0,1118,TA,6,Attchd,Fin,1.0,Y,31,2.0,1118,9956.0,31.0,171000
1172,76.0,9120,Lvl,NAmes,Norm,Norm,1Story,6,6,1958,TA,ALQ,662.0,0.0,599.0,1261.0,Y,0,1261,TA,6,Attchd,RFn,2.0,Y,50,2.0,1261,9196.0,50.0,163000
1173,35.0,4017,Lvl,Somerst,Norm,Norm,2Story,7,5,2007,Gd,Unf,0.0,0.0,625.0,625.0,Y,0,1250,Gd,5,Detchd,Fin,2.0,Y,2,2.5,1250,4052.0,2.0,171900
1174,138.0,18030,Bnk,ClearCr,Norm,Norm,1.5Fin,5,6,1994,TA,Rec,152.0,469.0,977.0,1598.0,Y,479,3086,Ex,12,Attchd,Unf,0.0,Y,61,3.0,2607,18168.0,28.0,200500
1175,80.0,16560,Lvl,Crawfor,Norm,Norm,2Story,6,8,1950,Gd,Rec,503.0,0.0,449.0,952.0,Y,0,2345,TA,9,Detchd,Unf,2.0,Y,74,2.5,2345,16640.0,74.0,239000
1176,85.0,10678,Lvl,NoRidge,Norm,Norm,1.5Fin,8,5,2000,Gd,GLQ,700.0,0.0,983.0,1683.0,Y,0,2872,Gd,9,Attchd,Fin,2.0,Y,15,2.5,2872,10763.0,15.0,285000
1177,37.0,6951,Lvl,Mitchel,Norm,Norm,1Story,5,5,1985,TA,ALQ,658.0,0.0,218.0,876.0,Y,0,923,TA,5,Attchd,Unf,1.0,Y,24,2.0,923,6988.0,24.0,119500
1178,68.0,3950,Bnk,OldTown,Artery,Norm,1.5Fin,6,8,2004,TA,Rec,468.0,0.0,350.0,818.0,Y,0,1224,TA,5,Detchd,Unf,1.0,N,83,1.0,1224,4018.0,83.0,115000
1179,54.0,7681,Lvl,Crawfor,Norm,Norm,1.5Fin,5,6,1950,TA,Unf,0.0,0.0,731.0,731.0,Y,0,1343,TA,7,Detchd,Unf,1.0,Y,88,1.5,1343,7735.0,88.0,154900
1180,77.0,8335,Lvl,Edwards,Norm,Norm,1Story,5,5,1954,TA,Unf,0.0,0.0,0.0,0.0,Y,0,1124,TA,5,Attchd,Unf,0.0,N,52,1.0,1124,8412.0,27.0,93000
1181,68.0,11170,Lvl,Timber,Norm,Norm,2Story,7,5,1991,Gd,LwQ,1216.0,0.0,0.0,1216.0,Y,0,2514,TA,8,Attchd,Fin,2.0,Y,16,2.5,2514,11238.0,16.0,250000
1182,64.0,5587,HLS,Crawfor,Norm,Norm,1Story,8,5,2008,Ex,GLQ,1480.0,0.0,120.0,1600.0,Y,0,1652,Gd,5,Attchd,Fin,2.0,Y,0,3.5,1652,5651.0,0.0,392500
1183,160.0,15623,Lvl,NoRidge,Norm,Norm,2Story,10,5,1996,Ex,GLQ,2096.0,0.0,300.0,2396.0,Y,0,4476,Ex,10,Attchd,Fin,3.0,Y,11,4.5,4476,15783.0,11.0,745000
1184,60.0,10800,Lvl,OldTown,Norm,Norm,1Story,5,6,1950,TA,Rec,821.0,0.0,299.0,1120.0,Y,0,1130,TA,5,Detchd,Unf,2.0,Y,86,2.0,1130,10860.0,36.0,120000
1185,50.0,35133,Lvl,Timber,Norm,Norm,1Story,5,4,1963,TA,Rec,1159.0,0.0,413.0,1572.0,Y,0,1572,TA,5,2Types,RFn,3.0,Y,44,2.5,1572,35183.0,44.0,186700
1186,60.0,9738,Lvl,Edwards,Norm,Norm,1.5Fin,5,7,1950,TA,BLQ,392.0,0.0,392.0,784.0,Y,0,1221,TA,7,Attchd,Unf,1.0,Y,82,2.0,1221,9798.0,41.0,104900
1187,107.0,10615,Bnk,OldTown,Artery,Artery,2Story,3,5,1970,Fa,BLQ,440.0,0.0,538.0,978.0,Y,0,1699,TA,7,CarPort,Unf,2.0,Y,109,3.0,1699,10722.0,89.0,95000
1188,89.0,12461,Lvl,NoRidge,Norm,Norm,1Story,8,5,1995,Gd,GLQ,1456.0,0.0,168.0,1624.0,Y,0,1624,Gd,5,Attchd,RFn,3.0,Y,12,3.0,1624,12550.0,12.0,262000
1189,68.0,8935,Lvl,CollgCr,Norm,Norm,2Story,7,5,2002,Gd,Unf,0.0,0.0,831.0,831.0,Y,0,1660,Gd,7,Attchd,RFn,2.0,Y,7,2.5,1660,9003.0,7.0,195000
1190,60.0,7500,Lvl,Gilbert,Norm,Norm,2Story,7,5,1999,TA,Unf,0.0,0.0,994.0,994.0,Y,0,1804,Gd,7,Attchd,Fin,2.0,Y,11,2.5,1804,7560.0,11.0,189000
1191,68.0,32463,Low,Mitchel,Norm,Norm,1Story,4,4,1975,TA,BLQ,1159.0,0.0,90.0,1249.0,Y,0,1622,TA,7,2Types,Fin,4.0,Y,46,2.0,1622,32531.0,32.0,168000
1192,24.0,2645,Lvl,Somerst,Norm,Norm,2Story,8,5,2000,Gd,Unf,0.0,0.0,776.0,776.0,Y,0,1441,Gd,5,Detchd,Unf,2.0,Y,8,2.5,1441,2669.0,8.0,174000
1193,60.0,9600,Lvl,OldTown,Norm,Norm,1.5Fin,5,8,1994,TA,Unf,0.0,0.0,702.0,702.0,Y,0,1472,Gd,6,Detchd,Unf,1.0,P,82,1.0,1472,9660.0,82.0,125000
1194,68.0,4500,Lvl,Mitchel,Norm,Norm,1Story,6,5,1999,Ex,GLQ,883.0,0.0,341.0,1224.0,Y,0,1224,TA,5,Attchd,Fin,2.0,Y,10,3.0,1224,4568.0,10.0,165000
1195,80.0,9364,Lvl,Sawyer,Norm,Norm,2Story,6,7,1969,TA,ALQ,371.0,0.0,292.0,663.0,Y,0,1352,TA,7,Attchd,Fin,1.0,Y,41,1.5,1352,9444.0,41.0,158000
1196,51.0,8029,Lvl,Gilbert,Norm,Norm,2Story,6,5,2005,Gd,Unf,0.0,0.0,728.0,728.0,Y,0,1456,Gd,8,Attchd,Fin,2.0,Y,3,2.5,1456,8080.0,3.0,176000
1197,58.0,14054,Lvl,Gilbert,Norm,Norm,2Story,7,5,2006,Gd,Unf,0.0,0.0,879.0,879.0,Y,0,1863,Gd,9,BuiltIn,Fin,3.0,Y,0,2.5,1863,14112.0,0.0,219210
1198,65.0,8850,Bnk,OldTown,Norm,Norm,2.5Unf,7,6,1950,TA,Unf,0.0,0.0,815.0,815.0,Y,0,1690,TA,7,Detchd,Unf,1.0,Y,90,1.0,1690,8915.0,90.0,144000
1199,70.0,9100,Lvl,CollgCr,Norm,Norm,1Story,7,5,2001,Gd,Unf,0.0,0.0,1212.0,1212.0,Y,0,1212,Gd,6,Attchd,RFn,2.0,Y,8,2.0,1212,9170.0,8.0,178000
1200,75.0,11235,Lvl,Sawyer,Norm,Norm,1Story,4,5,1979,TA,Rec,547.0,0.0,504.0,1051.0,Y,0,1382,TA,6,Attchd,Unf,2.0,Y,43,1.5,1382,11310.0,32.0,148000
1201,71.0,9353,Lvl,NAmes,Norm,Norm,1Story,4,5,1970,TA,Unf,0.0,0.0,864.0,864.0,Y,0,864,TA,5,Attchd,Unf,1.0,Y,36,1.0,864,9424.0,34.0,116050
1202,80.0,10400,Lvl,CollgCr,Norm,Norm,2Story,7,5,1998,Gd,Unf,0.0,0.0,866.0,866.0,Y,0,1779,Gd,6,Attchd,RFn,2.0,Y,11,2.5,1779,10480.0,11.0,197900
1203,50.0,6000,Lvl,BrkSide,Norm,Norm,1.5Fin,5,8,1997,TA,Unf,0.0,0.0,884.0,884.0,Y,0,1348,TA,5,Detchd,Unf,1.0,N,84,2.0,1348,6050.0,49.0,117000
1204,75.0,9750,Lvl,CollgCr,Norm,Norm,1Story,7,5,2001,Gd,Unf,0.0,0.0,1630.0,1630.0,Y,0,1630,Gd,6,Attchd,Unf,2.0,Y,9,2.0,1630,9825.0,9.0,213000
1205,78.0,10140,Lvl,NWAmes,Norm,Norm,1Story,5,6,1975,Gd,ALQ,788.0,0.0,268.0,1056.0,Y,0,1074,TA,6,Attchd,RFn,2.0,Y,31,2.5,1074,10218.0,31.0,153500
1206,90.0,14684,Lvl,SawyerW,Norm,Norm,1Story,7,7,1991,Gd,ALQ,485.0,177.0,1496.0,2158.0,Y,0,2196,Gd,7,Attchd,RFn,3.0,Y,19,2.0,2196,14774.0,19.0,271900
1207,68.0,8900,Lvl,SawyerW,Norm,Norm,1Story,4,4,1966,TA,Rec,1056.0,0.0,0.0,1056.0,Y,0,1056,TA,5,Detchd,Unf,1.0,Y,40,2.0,1056,8968.0,40.0,107000
1208,70.0,9135,Lvl,CollgCr,Norm,Norm,1Story,6,5,2003,Gd,GLQ,340.0,0.0,1342.0,1682.0,Y,0,1700,Gd,7,Attchd,RFn,2.0,Y,3,3.0,1700,9205.0,3.0,200000
1209,70.0,7763,Lvl,NAmes,Norm,Norm,1Story,5,7,1980,TA,Rec,504.0,108.0,319.0,931.0,Y,0,1283,TA,6,Detchd,Unf,2.0,Y,46,2.0,1283,7833.0,28.0,140000
1210,85.0,10182,Lvl,Somerst,RRNn,Norm,1Story,8,5,2006,Ex,GLQ,1220.0,0.0,440.0,1660.0,Y,0,1660,Gd,8,Attchd,RFn,2.0,Y,0,3.0,1660,10267.0,0.0,290000
1211,70.0,11218,Lvl,SawyerW,Norm,Norm,2Story,6,5,1992,Gd,Unf,0.0,0.0,1055.0,1055.0,Y,0,1845,Gd,8,Attchd,RFn,2.0,Y,18,2.5,1845,11288.0,18.0,189000
1212,152.0,12134,Bnk,Gilbert,Norm,Norm,1.5Fin,8,7,2005,Gd,GLQ,427.0,0.0,132.0,559.0,Y,0,1752,TA,8,Basment,RFn,2.0,Y,22,2.0,1752,12286.0,22.0,164000
1213,50.0,9340,Lvl,Edwards,Norm,Norm,1Story,4,6,1950,TA,Rec,344.0,0.0,328.0,672.0,Y,0,672,TA,4,Attchd,Unf,1.0,N,68,2.0,672,9390.0,68.0,113000
1214,68.0,10246,Lvl,Sawyer,Norm,Norm,SLvl,4,9,2001,TA,GLQ,648.0,0.0,0.0,648.0,Y,0,960,TA,3,Attchd,Unf,1.0,Y,41,1.5,960,10314.0,41.0,145000
1215,69.0,10205,Lvl,NAmes,Norm,Norm,SFoyer,5,5,1962,TA,BLQ,784.0,0.0,141.0,925.0,Y,0,999,TA,6,Attchd,Unf,1.0,Y,44,2.0,999,10274.0,44.0,134500
1216,99.0,7094,Lvl,Sawyer,Norm,Norm,1Story,5,5,1966,TA,Rec,180.0,374.0,340.0,894.0,Y,0,894,TA,5,Detchd,RFn,1.0,Y,41,1.0,894,7193.0,41.0,125000
1217,68.0,8930,Lvl,Sawyer,RRAe,Norm,1.5Fin,6,5,1978,TA,Unf,0.0,0.0,0.0,0.0,Y,0,1902,TA,8,Attchd,Unf,2.0,Y,32,2.0,1902,8998.0,32.0,112000
